部件報告

測量設定資料名,2026最新版本-5880-大尾巴-完整Set-軟墊量測
測量日期及時間,2026/1/8 下午 04:16:32
批號,
串列計數器,1264-241202
擔當者,
商品名,
測量機器,KEYENCE LM-X Series(DESKTOP-O5ESJ05)
綜合判定,NG
備註,

＜測量結果＞
No,測量專案,實測值,單位,設計值,上限公差,下限公差,判斷
37,NO.35孔內徑,2.694,mm,2.700,0.050,-0.050,OK,
38,NO.36孔內徑,2.691,mm,2.700,0.050,-0.050,OK,
39,NO.37孔內徑,2.682,mm,2.700,0.050,-0.050,OK,
40,NO.38孔內徑,2.686,mm,2.700,0.050,-0.050,OK,
41,NO.39孔內徑,2.694,mm,2.700,0.050,-0.050,OK,
42,NO.40孔內徑,2.692,mm,2.700,0.050,-0.050,OK,
43,NO.41孔內徑,2.692,mm,2.700,0.050,-0.050,OK,
44,NO.42孔內徑,2.691,mm,2.700,0.050,-0.050,OK,
45,NO.43孔內徑,2.685,mm,2.700,0.050,-0.050,OK,
46,NO.44孔內徑,2.691,mm,2.700,0.050,-0.050,OK,
47,NO.45孔內徑,2.689,mm,2.700,0.050,-0.050,OK,
48,NO.46孔內徑,2.689,mm,2.700,0.050,-0.050,OK,
49,NO.47孔內徑,2.682,mm,2.700,0.050,-0.050,OK,
50,NO.48孔內徑,2.684,mm,2.700,0.050,-0.050,OK,
51,NO.49孔內徑,2.687,mm,2.700,0.050,-0.050,OK,
52,NO.50孔內徑,2.682,mm,2.700,0.050,-0.050,OK,
53,NO.51孔內徑,2.686,mm,2.700,0.050,-0.050,OK,
54,NO.52孔內徑,2.681,mm,2.700,0.050,-0.050,OK,
55,NO.53孔內徑,2.681,mm,2.700,0.050,-0.050,OK,
56,NO.54孔內徑,2.689,mm,2.700,0.050,-0.050,OK,
57,NO.55孔內徑,2.683,mm,2.700,0.050,-0.050,OK,
58,NO.56孔內徑,2.682,mm,2.700,0.050,-0.050,OK,
59,NO.57孔內徑,2.683,mm,2.700,0.050,-0.050,OK,
60,NO.58孔內徑,2.696,mm,2.700,0.050,-0.050,OK,
61,NO.59孔內徑,2.683,mm,2.700,0.050,-0.050,OK,
62,NO.60孔內徑,2.682,mm,2.700,0.050,-0.050,OK,
63,NO.1孔外徑,3.733,mm,3.700,0.050,-0.050,OK,
64,NO.2孔外徑,3.701,mm,3.700,0.050,-0.050,OK,
65,NO.3孔外徑,3.700,mm,3.700,0.050,-0.050,OK,
66,NO.4孔外徑,3.699,mm,3.700,0.050,-0.050,OK,
67,NO.5孔外徑,3.707,mm,3.700,0.050,-0.050,OK,
68,NO.6孔外徑,3.736,mm,3.700,0.050,-0.050,OK,
69,NO.7孔外徑,3.733,mm,3.700,0.050,-0.050,OK,
70,NO.8孔外徑,3.728,mm,3.700,0.050,-0.050,OK,
71,NO.9孔外徑,3.710,mm,3.700,0.050,-0.050,OK,
72,NO.10孔外徑,3.720,mm,3.700,0.050,-0.050,OK,
73,NO.11孔外徑,3.700,mm,3.700,0.050,-0.050,OK,
74,NO.12孔外徑,3.727,mm,3.700,0.050,-0.050,OK,
75,NO.13孔外徑,3.721,mm,3.700,0.050,-0.050,OK,
76,NO.14孔外徑,3.703,mm,3.700,0.050,-0.050,OK,
77,NO.15孔外徑,3.702,mm,3.700,0.050,-0.050,OK,
78,NO.16孔外徑,3.705,mm,3.700,0.050,-0.050,OK,
79,NO.17孔外徑,3.703,mm,3.700,0.050,-0.050,OK,
80,NO.18孔外徑,3.703,mm,3.700,0.050,-0.050,OK,
81,NO.19孔外徑,3.704,mm,3.700,0.050,-0.050,OK,
82,NO.20孔外徑,3.700,mm,3.700,0.050,-0.050,OK,
83,NO.21孔外徑,3.703,mm,3.700,0.050,-0.050,OK,
84,NO.22孔外徑,3.700,mm,3.700,0.050,-0.050,OK,
85,NO.23孔外徑,3.701,mm,3.700,0.050,-0.050,OK,
86,NO.24孔外徑,3.700,mm,3.700,0.050,-0.050,OK,
87,NO.25孔外徑,3.699,mm,3.700,0.050,-0.050,OK,
88,NO.26孔外徑,3.703,mm,3.700,0.050,-0.050,OK,
89,NO.27孔外徑,3.704,mm,3.700,0.050,-0.050,OK,
90,NO.28孔外徑,3.701,mm,3.700,0.050,-0.050,OK,
91,NO.29孔外徑,3.702,mm,3.700,0.050,-0.050,OK,
92,NO.30孔外徑,3.708,mm,3.700,0.050,-0.050,OK,
93,NO.31孔外徑,3.732,mm,3.700,0.050,-0.050,OK,
94,NO.32孔外徑,3.726,mm,3.700,0.050,-0.050,OK,
95,NO.33孔外徑,3.725,mm,3.700,0.050,-0.050,OK,
96,NO.34孔外徑,3.718,mm,3.700,0.050,-0.050,OK,
97,NO.35孔外徑,3.730,mm,3.700,0.050,-0.050,OK,
98,NO.36孔外徑,3.728,mm,3.700,0.050,-0.050,OK,
99,NO.37孔外徑,3.730,mm,3.700,0.050,-0.050,OK,
100,NO.38孔外徑,3.720,mm,3.700,0.050,-0.050,OK,
101,NO.39孔外徑,3.731,mm,3.700,0.050,-0.050,OK,
102,NO.40孔外徑,3.724,mm,3.700,0.050,-0.050,OK,
103,NO.41孔外徑,3.710,mm,3.700,0.050,-0.050,OK,
104,NO.42孔外徑,3.719,mm,3.700,0.050,-0.050,OK,
105,NO.43孔外徑,3.709,mm,3.700,0.050,-0.050,OK,
106,NO.44孔外徑,3.699,mm,3.700,0.050,-0.050,OK,
107,NO.45孔外徑,3.734,mm,3.700,0.050,-0.050,OK,
108,NO.46孔外徑,3.733,mm,3.700,0.050,-0.050,OK,
109,NO.47孔外徑,3.726,mm,3.700,0.050,-0.050,OK,
110,NO.48孔外徑,3.698,mm,3.700,0.050,-0.050,OK,
111,NO.49孔外徑,3.727,mm,3.700,0.050,-0.050,OK,
112,NO.50孔外徑,3.728,mm,3.700,0.050,-0.050,OK,
113,NO.51孔外徑,3.717,mm,3.700,0.050,-0.050,OK,
114,NO.52孔外徑,3.715,mm,3.700,0.050,-0.050,OK,
115,NO.53孔外徑,3.732,mm,3.700,0.050,-0.050,OK,
116,NO.54孔外徑,3.734,mm,3.700,0.050,-0.050,OK,
117,NO.55孔外徑,3.694,mm,3.700,0.050,-0.050,OK,
118,NO.56孔外徑,3.697,mm,3.700,0.050,-0.050,OK,
119,NO.57孔外徑,3.699,mm,3.700,0.050,-0.050,OK,
120,NO.58孔外徑,3.703,mm,3.700,0.050,-0.050,OK,
121,NO.59孔外徑,3.698,mm,3.700,0.050,-0.050,OK,
122,NO.60孔外徑,3.707,mm,3.700,0.050,-0.050,OK,
123,NO.1_XY座標[X座標],9.884,mm,9.770,0.050,-0.050,NG,
123,NO.1_XY座標[Y座標],24.217,mm,24.250,0.050,-0.050,OK,
124,NO.2_XY座標[X座標],9.876,mm,9.770,0.050,-0.050,NG,
124,NO.2_XY座標[Y座標],30.218,mm,30.250,0.050,-0.050,OK,
125,NO.3_XY座標[X座標],9.863,mm,9.770,0.050,-0.050,NG,
125,NO.3_XY座標[Y座標],36.208,mm,36.250,0.050,-0.050,OK,
126,NO.4_XY座標[X座標],9.843,mm,9.770,0.050,-0.050,NG,
126,NO.4_XY座標[Y座標],42.200,mm,42.250,0.050,-0.050,OK,
127,NO.5_XY座標[X座標],9.830,mm,9.770,0.050,-0.050,NG,
127,NO.5_XY座標[Y座標],48.207,mm,48.250,0.050,-0.050,OK,
128,NO.6_XY座標[X座標],9.812,mm,9.770,0.050,-0.050,OK,
128,NO.6_XY座標[Y座標],54.200,mm,54.250,0.050,-0.050,OK,
129,NO.7_XY座標[X座標],9.792,mm,9.770,0.050,-0.050,OK,
129,NO.7_XY座標[Y座標],60.189,mm,60.250,0.050,-0.050,NG,
130,NO.8_XY座標[X座標],9.782,mm,9.770,0.050,-0.050,OK,
130,NO.8_XY座標[Y座標],66.192,mm,66.250,0.050,-0.050,NG,
131,NO.9_XY座標[X座標],9.786,mm,9.770,0.050,-0.050,OK,
131,NO.9_XY座標[Y座標],72.182,mm,72.250,0.050,-0.050,NG,
132,NO.10_XY座標[X座標],9.803,mm,9.770,0.050,-0.050,OK,
132,NO.10_XY座標[Y座標],78.165,mm,78.250,0.050,-0.050,NG,
133,NO.11_XY座標[X座標],9.824,mm,9.770,0.050,-0.050,NG,
133,NO.11_XY座標[Y座標],84.160,mm,84.250,0.050,-0.050,NG,
134,NO.12_XY座標[X座標],9.878,mm,9.770,0.050,-0.050,NG,
134,NO.12_XY座標[Y座標],90.151,mm,90.250,0.050,-0.050,NG,
135,NO.13_XY座標[X座標],16.211,mm,16.070,0.050,-0.050,NG,
135,NO.13_XY座標[Y座標],94.405,mm,94.500,0.050,-0.050,NG,
136,NO.14_XY座標[X座標],22.207,mm,22.070,0.050,-0.050,NG,
136,NO.14_XY座標[Y座標],94.433,mm,94.500,0.050,-0.050,NG,
137,NO.15_XY座標[X座標],28.195,mm,28.070,0.050,-0.050,NG,
137,NO.15_XY座標[Y座標],94.435,mm,94.500,0.050,-0.050,NG,
138,NO.16_XY座標[X座標],34.189,mm,34.070,0.050,-0.050,NG,
138,NO.16_XY座標[Y座標],94.446,mm,94.500,0.050,-0.050,NG,
139,NO.17_XY座標[X座標],40.179,mm,40.070,0.050,-0.050,NG,
139,NO.17_XY座標[Y座標],94.460,mm,94.500,0.050,-0.050,OK,
140,NO.18_XY座標[X座標],46.173,mm,46.070,0.050,-0.050,NG,
140,NO.18_XY座標[Y座標],94.476,mm,94.500,0.050,-0.050,OK,
141,NO.19_XY座標[X座標],52.162,mm,52.070,0.050,-0.050,NG,
141,NO.19_XY座標[Y座標],94.481,mm,94.500,0.050,-0.050,OK,
142,NO.20_XY座標[X座標],58.148,mm,58.070,0.050,-0.050,NG,
142,NO.20_XY座標[Y座標],94.500,mm,94.500,0.050,-0.050,OK,
143,NO.21_XY座標[X座標],64.140,mm,64.070,0.050,-0.050,NG,
143,NO.21_XY座標[Y座標],94.500,mm,94.500,0.050,-0.050,OK,
144,NO.22_XY座標[X座標],70.130,mm,70.070,0.050,-0.050,NG,
144,NO.22_XY座標[Y座標],94.499,mm,94.500,0.050,-0.050,OK,
145,NO.23_XY座標[X座標],76.112,mm,76.070,0.050,-0.050,OK,
145,NO.23_XY座標[Y座標],94.489,mm,94.500,0.050,-0.050,OK,
146,NO.24_XY座標[X座標],82.097,mm,82.070,0.050,-0.050,OK,
146,NO.24_XY座標[Y座標],94.473,mm,94.500,0.050,-0.050,OK,
147,NO.25_XY座標[X座標],88.081,mm,88.070,0.050,-0.050,OK,
147,NO.25_XY座標[Y座標],94.463,mm,94.500,0.050,-0.050,OK,
148,NO.26_XY座標[X座標],94.071,mm,94.070,0.050,-0.050,OK,
148,NO.26_XY座標[Y座標],94.444,mm,94.500,0.050,-0.050,NG,
149,NO.27_XY座標[X座標],100.054,mm,100.070,0.050,-0.050,OK,
149,NO.27_XY座標[Y座標],94.420,mm,94.500,0.050,-0.050,NG,
150,NO.28_XY座標[X座標],106.049,mm,106.070,0.050,-0.050,OK,
150,NO.28_XY座標[Y座標],94.387,mm,94.500,0.050,-0.050,NG,
151,NO.29_XY座標[X座標],112.032,mm,112.070,0.050,-0.050,OK,
151,NO.29_XY座標[Y座標],94.385,mm,94.500,0.050,-0.050,NG,
152,NO.30_XY座標[X座標],118.030,mm,118.070,0.050,-0.050,OK,
152,NO.30_XY座標[Y座標],94.377,mm,94.500,0.050,-0.050,NG,
153,NO.31_XY座標[X座標],124.356,mm,124.370,0.050,-0.050,OK,
153,NO.31_XY座標[Y座標],90.124,mm,90.250,0.050,-0.050,NG,
154,NO.32_XY座標[X座標],124.380,mm,124.370,0.050,-0.050,OK,
154,NO.32_XY座標[Y座標],84.140,mm,84.250,0.050,-0.050,NG,
155,NO.33_XY座標[X座標],124.403,mm,124.370,0.050,-0.050,OK,
155,NO.33_XY座標[Y座標],78.118,mm,78.250,0.050,-0.050,NG,
156,NO.34_XY座標[X座標],124.439,mm,124.370,0.050,-0.050,NG,
156,NO.34_XY座標[Y座標],72.121,mm,72.250,0.050,-0.050,NG,
157,NO.35_XY座標[X座標],124.455,mm,124.370,0.050,-0.050,NG,
157,NO.35_XY座標[Y座標],66.130,mm,66.250,0.050,-0.050,NG,
158,NO.36_XY座標[X座標],124.477,mm,124.370,0.050,-0.050,NG,
158,NO.36_XY座標[Y座標],60.132,mm,60.250,0.050,-0.050,NG,
159,NO.37_XY座標[X座標],124.493,mm,124.370,0.050,-0.050,NG,
159,NO.37_XY座標[Y座標],54.138,mm,54.250,0.050,-0.050,NG,
160,NO.38_XY座標[X座標],124.497,mm,124.370,0.050,-0.050,NG,
160,NO.38_XY座標[Y座標],48.151,mm,48.250,0.050,-0.050,NG,
161,NO.39_XY座標[X座標],124.480,mm,124.370,0.050,-0.050,NG,
161,NO.39_XY座標[Y座標],42.158,mm,42.250,0.050,-0.050,NG,
162,NO.40_XY座標[X座標],124.465,mm,124.370,0.050,-0.050,NG,
162,NO.40_XY座標[Y座標],36.172,mm,36.250,0.050,-0.050,NG,
163,NO.41_XY座標[X座標],124.447,mm,124.370,0.050,-0.050,NG,
163,NO.41_XY座標[Y座標],30.183,mm,30.250,0.050,-0.050,NG,
164,NO.42_XY座標[X座標],124.387,mm,124.370,0.050,-0.050,OK,
164,NO.42_XY座標[Y座標],24.194,mm,24.250,0.050,-0.050,NG,
165,NO.43_XY座標[X座標],118.046,mm,118.070,0.050,-0.050,OK,
165,NO.43_XY座標[Y座標],19.977,mm,20.000,0.050,-0.050,OK,
166,NO.44_XY座標[X座標],112.043,mm,112.070,0.050,-0.050,OK,
166,NO.44_XY座標[Y座標],19.985,mm,20.000,0.050,-0.050,OK,
167,NO.45_XY座標[X座標],106.039,mm,106.070,0.050,-0.050,OK,
167,NO.45_XY座標[Y座標],19.993,mm,20.000,0.050,-0.050,OK,
168,NO.46_XY座標[X座標],100.044,mm,100.070,0.050,-0.050,OK,
168,NO.46_XY座標[Y座標],19.991,mm,20.000,0.050,-0.050,OK,
169,NO.47_XY座標[X座標],94.047,mm,94.070,0.050,-0.050,OK,
169,NO.47_XY座標[Y座標],19.981,mm,20.000,0.050,-0.050,OK,
170,NO.48_XY座標[X座標],88.046,mm,88.070,0.050,-0.050,OK,
170,NO.48_XY座標[Y座標],19.975,mm,20.000,0.050,-0.050,OK,
171,NO.49_XY座標[X座標],82.060,mm,82.070,0.050,-0.050,OK,
171,NO.49_XY座標[Y座標],19.969,mm,20.000,0.050,-0.050,OK,
172,NO.50_XY座標[X座標],76.072,mm,76.070,0.050,-0.050,OK,
172,NO.50_XY座標[Y座標],19.963,mm,20.000,0.050,-0.050,OK,
173,NO.51_XY座標[X座標],70.081,mm,70.070,0.050,-0.050,OK,
173,NO.51_XY座標[Y座標],19.948,mm,20.000,0.050,-0.050,NG,
174,NO.52_XY座標[X座標],64.089,mm,64.070,0.050,-0.050,OK,
174,NO.52_XY座標[Y座標],19.934,mm,20.000,0.050,-0.050,NG,
175,NO.53_XY座標[X座標],58.104,mm,58.070,0.050,-0.050,OK,
175,NO.53_XY座標[Y座標],19.941,mm,20.000,0.050,-0.050,NG,
176,NO.54_XY座標[X座標],52.118,mm,52.070,0.050,-0.050,OK,
176,NO.54_XY座標[Y座標],19.924,mm,20.000,0.050,-0.050,NG,
177,NO.55_XY座標[X座標],46.137,mm,46.070,0.050,-0.050,NG,
177,NO.55_XY座標[Y座標],19.911,mm,20.000,0.050,-0.050,NG,
178,NO.56_XY座標[X座標],40.145,mm,40.070,0.050,-0.050,NG,
178,NO.56_XY座標[Y座標],19.910,mm,20.000,0.050,-0.050,NG,
179,NO.57_XY座標[X座標],34.155,mm,34.070,0.050,-0.050,NG,
179,NO.57_XY座標[Y座標],19.912,mm,20.000,0.050,-0.050,NG,
180,NO.58_XY座標[X座標],28.176,mm,28.070,0.050,-0.050,NG,
180,NO.58_XY座標[Y座標],19.916,mm,20.000,0.050,-0.050,NG,
181,NO.59_XY座標[X座標],22.198,mm,22.070,0.050,-0.050,NG,
181,NO.59_XY座標[Y座標],19.933,mm,20.000,0.050,-0.050,NG,
182,NO.60_XY座標[X座標],16.202,mm,16.070,0.050,-0.050,NG,
182,NO.60_XY座標[Y座標],19.966,mm,20.000,0.050,-0.050,OK,
183,熱壓模組厚度1,4.077,mm,4.060,0.050,-0.050,OK,
184,熱壓模組厚度2,4.086,mm,4.060,0.050,-0.050,OK,
185,熱壓模組厚度3,4.106,mm,4.060,0.050,-0.050,OK,
186,熱壓模組厚度4,4.080,mm,4.060,0.050,-0.050,OK,
187,熱壓模組厚度5,4.083,mm,4.060,0.060,-0.060,OK,
188,熱壓模組厚度6,4.075,mm,4.060,0.050,-0.050,OK,
189,熱壓模組厚度[平均],4.085,mm,4.060,0.050,-0.050,OK,
190,Gapping高度1,0.932,mm,0.000,0.000,0.000,---,
191,Gapping高度2,0.904,mm,0.000,0.000,0.000,---,
192,Gapping高度3,0.912,mm,0.000,0.000,0.000,---,
193,Gapping高度4,0.901,mm,0.000,0.000,0.000,---,
194,Gapping高度5,0.919,mm,0.000,0.000,0.000,---,
195,Gapping高度6,0.908,mm,0.000,0.000,0.000,---,
196,Gapping高度7,0.905,mm,0.000,0.000,0.000,---,
197,Gapping高度8,0.899,mm,0.000,0.000,0.000,---,
198,Gapping高度9,0.888,mm,0.000,0.000,0.000,---,
199,Gapping高度10,0.885,mm,0.000,0.000,0.000,---,
200,Gapping高度[平均],0.905,mm,0.000,0.000,0.000,---,
201,AA區平面度,0.021,mm,0.000,0.020,0.000,NG,
201,AA區平面度[1],0.013,mm,0.000,0.000,0.000,---,
201,AA區平面度[2],0.010,mm,0.000,0.000,0.000,---,
201,AA區平面度[3],0.009,mm,0.000,0.000,0.000,---,
201,AA區平面度[4],0.006,mm,0.000,0.000,0.000,---,
201,AA區平面度[5],0.006,mm,0.000,0.000,0.000,---,
201,AA區平面度[6],0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[7],0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[8],0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[9],0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[10],0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[11],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[12],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[13],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[14],0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[15],-0.006,mm,0.000,0.000,0.000,---,
201,AA區平面度[16],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[17],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[18],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[19],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[20],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[21],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[22],0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[23],0.010,mm,0.000,0.000,0.000,---,
201,AA區平面度[24],0.008,mm,0.000,0.000,0.000,---,
201,AA區平面度[25],0.006,mm,0.000,0.000,0.000,---,
201,AA區平面度[26],0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[27],0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[28],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[29],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[30],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[31],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[32],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[33],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[34],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[35],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[36],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[37],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[38],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[39],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[40],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[41],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[42],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[43],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[44],0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[45],0.010,mm,0.000,0.000,0.000,---,
201,AA區平面度[46],0.006,mm,0.000,0.000,0.000,---,
201,AA區平面度[47],0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[48],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[49],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[50],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[51],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[52],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[53],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[54],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[55],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[56],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[57],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[58],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[59],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[60],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[61],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[62],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[63],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[64],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[65],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[66],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[67],0.008,mm,0.000,0.000,0.000,---,
201,AA區平面度[68],0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[69],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[70],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[71],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[72],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[73],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[74],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[75],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[76],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[77],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[78],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[79],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[80],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[81],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[82],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[83],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[84],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[85],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[86],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[87],0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[88],0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[89],0.006,mm,0.000,0.000,0.000,---,
201,AA區平面度[90],0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[91],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[92],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[93],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[94],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[95],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[96],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[97],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[98],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[99],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[100],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[101],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[102],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[103],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[104],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[105],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[106],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[107],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[108],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[109],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[110],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[111],0.006,mm,0.000,0.000,0.000,---,
201,AA區平面度[112],0.002,mm,0.000,0.000,0.000,---,
